13,40	52,53
13,38	52,53
13,37	52,53
13,37	52,53
13,38	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,37	52,53
13,38	52,49
13,38	52,49
13,35	52,48
13,35	52,47
13,35	52,47
13,36	52,45
13,36	52,45
13,26	52,28
13,26	52,28
13,24	52,18
13,24	52,18
13,24	52,18
13,18	52,09
13,16	52,09
13,16	52,09
13,16	52,09
13,13	52,05
13,08	52,01
12,78	51,92
12,78	51,92
12,78	51,92
12,74	51,89
12,67	51,87
12,67	51,87
12,67	51,87
12,65	51,84
12,31	51,60
12,27	51,57
12,33	51,54
12,35	51,52
12,39	51,41
12,36	51,36
12,30	51,35
12,29	51,35
12,27	51,35
12,26	51,32
12,26	51,32
12,23	51,31
12,12	51,31
12,03	51,26
12,02	51,24
11,82	51,16
11,80	51,16
11,66	51,01
11,60	50,89
11,60	50,89
11,70	51,04
11,60	50,88
11,61	50,88
11,61	50,84
11,61	50,84
11,61	50,84
11,61	50,84
11,60	50,81
11,52	50,78
11,52	50,78
11,34	50,70
11,33	50,72
11,33	50,72
11,32	50,71
11,38	50,66
11,38	50,63
11,34	50,56
11,39	50,51
11,37	50,49
11,32	50,24
11,33	50,21
11,21	50,17
11,21	50,17
11,21	50,17
11,06	50,14
11,06	50,14
10,93	50,02
10,88	49,91
10,97	49,86
11,06	49,73
11,06	49,73
11,06	49,73
11,07	49,72
11,07	49,72
11,07	49,72
11,07	49,71
11,04	49,66
11,04	49,66
11,04	49,66
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,60
11,00	49,59
11,00	49,59
11,00	49,59
11,00	49,59
11,00	49,59
11,00	49,60
11,00	49,59
11,00	49,59
